"Run.ID","Run.Group","Code","Type","Unit","Value"
1,"gfgloucester","COD:gfgloucester","q","value",0.25
2,"gfgloucester","HAD:gfgloucester","q","value",0.25
3,"gfgloucester","HAL:gfgloucester","q","value",0.25
4,"gfgloucester","OPT:gfgloucester","q","value",0.25
5,"gfgloucester","PLA:gfgloucester","q","value",0.25
6,"gfgloucester","POL:gfgloucester","q","value",0.25
7,"gfgloucester","RED:gfgloucester","q","value",0.25
8,"gfgloucester","WHK:gfgloucester","q","value",0.25
9,"gfgloucester","WIF:gfgloucester","q","value",0.25
10,"gfgloucester","WOL:gfgloucester","q","value",0.25
11,"gfgloucester","WPF:gfgloucester","q","value",0.25
12,"gfgloucester","WTF:gfgloucester","q","value",0.25
13,"gfgloucester","YTF:gfgloucester","q","value",0.25
14,"gfnewbedford","COD:gfnewbedford","q","value",0.25
15,"gfnewbedford","HAD:gfnewbedford","q","value",0.25
16,"gfnewbedford","HAL:gfnewbedford","q","value",0.25
17,"gfnewbedford","OPT:gfnewbedford","q","value",0.25
18,"gfnewbedford","PLA:gfnewbedford","q","value",0.25
19,"gfnewbedford","POL:gfnewbedford","q","value",0.25
20,"gfnewbedford","RED:gfnewbedford","q","value",0.25
21,"gfnewbedford","WHK:gfnewbedford","q","value",0.25
22,"gfnewbedford","WIF:gfnewbedford","q","value",0.25
23,"gfnewbedford","WOL:gfnewbedford","q","value",0.25
24,"gfnewbedford","WPF:gfnewbedford","q","value",0.25
25,"gfnewbedford","WTF:gfnewbedford","q","value",0.25
26,"gfnewbedford","YTF:gfnewbedford","q","value",0.25
27,"gfpointjudith","COD:gfpointjudith","q","value",0.25
28,"gfpointjudith","HAD:gfpointjudith","q","value",0.25
29,"gfpointjudith","HAL:gfpointjudith","q","value",0.25
30,"gfpointjudith","OPT:gfpointjudith","q","value",0.25
31,"gfpointjudith","PLA:gfpointjudith","q","value",0.25
32,"gfpointjudith","POL:gfpointjudith","q","value",0.25
33,"gfpointjudith","RED:gfpointjudith","q","value",0.25
34,"gfpointjudith","WHK:gfpointjudith","q","value",0.25
35,"gfpointjudith","WIF:gfpointjudith","q","value",0.25
36,"gfpointjudith","WOL:gfpointjudith","q","value",0.25
37,"gfpointjudith","WPF:gfpointjudith","q","value",0.25
38,"gfpointjudith","WTF:gfpointjudith","q","value",0.25
39,"gfpointjudith","YTF:gfpointjudith","q","value",0.25
40,"gfboston","COD:gfboston","q","value",0.25
41,"gfboston","HAD:gfboston","q","value",0.25
42,"gfboston","HAL:gfboston","q","value",0.25
43,"gfboston","OPT:gfboston","q","value",0.25
44,"gfboston","PLA:gfboston","q","value",0.25
45,"gfboston","POL:gfboston","q","value",0.25
46,"gfboston","RED:gfboston","q","value",0.25
47,"gfboston","WHK:gfboston","q","value",0.25
48,"gfboston","WIF:gfboston","q","value",0.25
49,"gfboston","WOL:gfboston","q","value",0.25
50,"gfboston","WPF:gfboston","q","value",0.25
51,"gfboston","WTF:gfboston","q","value",0.25
52,"gfboston","YTF:gfboston","q","value",0.25
53,"gfmontauk","COD:gfmontauk","q","value",0.25
54,"gfmontauk","HAD:gfmontauk","q","value",0.25
55,"gfmontauk","HAL:gfmontauk","q","value",0.25
56,"gfmontauk","OPT:gfmontauk","q","value",0.25
57,"gfmontauk","PLA:gfmontauk","q","value",0.25
58,"gfmontauk","POL:gfmontauk","q","value",0.25
59,"gfmontauk","RED:gfmontauk","q","value",0.25
60,"gfmontauk","WHK:gfmontauk","q","value",0.25
61,"gfmontauk","WIF:gfmontauk","q","value",0.25
62,"gfmontauk","WOL:gfmontauk","q","value",0.25
63,"gfmontauk","WPF:gfmontauk","q","value",0.25
64,"gfmontauk","WTF:gfmontauk","q","value",0.25
65,"gfmontauk","YTF:gfmontauk","q","value",0.25
66,"gfportland","COD:gfportland","q","value",0.25
67,"gfportland","HAD:gfportland","q","value",0.25
68,"gfportland","HAL:gfportland","q","value",0.25
69,"gfportland","OPT:gfportland","q","value",0.25
70,"gfportland","PLA:gfportland","q","value",0.25
71,"gfportland","POL:gfportland","q","value",0.25
72,"gfportland","RED:gfportland","q","value",0.25
73,"gfportland","WHK:gfportland","q","value",0.25
74,"gfportland","WIF:gfportland","q","value",0.25
75,"gfportland","WOL:gfportland","q","value",0.25
76,"gfportland","WPF:gfportland","q","value",0.25
77,"gfportland","WTF:gfportland","q","value",0.25
78,"gfportland","YTF:gfportland","q","value",0.25
79,"gfportsmouth","COD:gfportsmouth","q","value",0.25
80,"gfportsmouth","HAD:gfportsmouth","q","value",0.25
81,"gfportsmouth","HAL:gfportsmouth","q","value",0.25
82,"gfportsmouth","OPT:gfportsmouth","q","value",0.25
83,"gfportsmouth","PLA:gfportsmouth","q","value",0.25
84,"gfportsmouth","POL:gfportsmouth","q","value",0.25
85,"gfportsmouth","RED:gfportsmouth","q","value",0.25
86,"gfportsmouth","WHK:gfportsmouth","q","value",0.25
87,"gfportsmouth","WIF:gfportsmouth","q","value",0.25
88,"gfportsmouth","WOL:gfportsmouth","q","value",0.25
89,"gfportsmouth","WPF:gfportsmouth","q","value",0.25
90,"gfportsmouth","WTF:gfportsmouth","q","value",0.25
91,"gfportsmouth","YTF:gfportsmouth","q","value",0.25
92,"gfchatham","COD:gfchatham","q","value",0.25
93,"gfchatham","HAD:gfchatham","q","value",0.25
94,"gfchatham","HAL:gfchatham","q","value",0.25
95,"gfchatham","OPT:gfchatham","q","value",0.25
96,"gfchatham","PLA:gfchatham","q","value",0.25
97,"gfchatham","POL:gfchatham","q","value",0.25
98,"gfchatham","RED:gfchatham","q","value",0.25
99,"gfchatham","WHK:gfchatham","q","value",0.25
100,"gfchatham","WIF:gfchatham","q","value",0.25
101,"gfchatham","WOL:gfchatham","q","value",0.25
102,"gfchatham","WPF:gfchatham","q","value",0.25
103,"gfchatham","WTF:gfchatham","q","value",0.25
104,"gfchatham","YTF:gfchatham","q","value",0.25
105,"gfother","COD:gfother","q","value",0.25
106,"gfother","HAD:gfother","q","value",0.25
107,"gfother","HAL:gfother","q","value",0.25
108,"gfother","OPT:gfother","q","value",0.25
109,"gfother","PLA:gfother","q","value",0.25
110,"gfother","POL:gfother","q","value",0.25
111,"gfother","RED:gfother","q","value",0.25
