Run.ID,Run.Group,Code,Type,Unit,Value
1,COD,COD,mQa,scalar,1.25
2,COD,COD,mQa,scalar,1.5
3,COD,COD,mQa,scalar,1.75
4,COD,COD,mQa,scalar,2
5,COD,COD,C,scalar,0.9
6,COD,COD,C,scalar,0.8
7,COD,COD,C,scalar,0.7
8,MAK,MAK,C,scalar,0.5
9,MAK,MAK,C,scalar,0.75
10,MAK,MAK,C,scalar,1.5
11,MAK,MAK,C,scalar,2
12,MAK,MAK,mum,scalar,0.5
13,MAK,MAK,mum,scalar,0.75
14,MAK,MAK,mum,scalar,1.5
15,MAK,MAK,mum,scalar,2
16,MAK,MAK,BHalpha,scalar,2
17,MAK,MAK,BHalpha,scalar,5
18,MAK,MAK,BHalpha,scalar,10
19,MAK,MAK,BHbeta,scalar,0.5
20,MAK,MAK,BHbeta,scalar,0.2
21,MAK,MAK,BHbeta,scalar,0.1
22,LOB,LOB,C,scalar,1.05
23,LOB,LOB,C,scalar,1.1
24,LOB,LOB,C,scalar,1.15
25,LOB,LOB,C,scalar,1.2
26,WOL,WOL,mum,scalar,1.25
27,WOL,WOL,mum,scalar,1.5
28,WOL,WOL,mum,scalar,1.75
29,WOL,WOL,mum,scalar,2
