Run.ID,Run.Group,Code,Type,Unit,Value
1,HER_ZL1,HER,mum,scalar,0.8
2,HER_ZL1,HER,mum,scalar,0.75
3,HER_ZL1,HER,mum,scalar,0.5
1,HER_ZL1,ZL,mum,scalar,1.5
2,HER_ZL1,ZL,mum,scalar,1.5
3,HER_ZL1,ZL,mum,scalar,1.5
4,MAK_ZL1,MAK,BHalpha,scalar,0.75
5,MAK_ZL1,MAK,BHalpha,scalar,0.5
6,MAK_ZL1,MAK,BHalpha,scalar,0.25
4,MAK_ZL1,ZL,mum,scalar,1.5
5,MAK_ZL1,ZL,mum,scalar,1.5
6,MAK_ZL1,ZL,mum,scalar,1.5
7,MEN_ZL1,MEN,BHalpha,scalar,0.75
8,MEN_ZL1,MEN,BHalpha,scalar,0.5
9,MEN_ZL1,MEN,BHalpha,scalar,0.25
7,MEN_ZL1,ZL,mum,scalar,1.5
8,MEN_ZL1,ZL,mum,scalar,1.5
9,MEN_ZL1,ZL,mum,scalar,1.5
10,HER_ZL2,HER,mum,scalar,0.8
11,HER_ZL2,HER,mum,scalar,0.75
12,HER_ZL2,HER,mum,scalar,0.5
10,HER_ZL2,ZL,mum,scalar,2.5
11,HER_ZL2,ZL,mum,scalar,2.5
12,HER_ZL2,ZL,mum,scalar,2.5
13,MAK_ZL2,MAK,BHalpha,scalar,0.75
14,MAK_ZL2,MAK,BHalpha,scalar,0.5
15,MAK_ZL2,MAK,BHalpha,scalar,0.25
13,MAK_ZL2,ZL,mum,scalar,2.5
14,MAK_ZL2,ZL,mum,scalar,2.5
15,MAK_ZL2,ZL,mum,scalar,2.5
16,MEN_ZL2,MEN,BHalpha,scalar,0.75
17,MEN_ZL2,MEN,BHalpha,scalar,0.5
18,MEN_ZL2,MEN,BHalpha,scalar,0.25
16,MEN_ZL2,ZL,mum,scalar,2.5
17,MEN_ZL2,ZL,mum,scalar,2.5
18,MEN_ZL2,ZL,mum,scalar,2.5
19,HER_ZL3,HER,mum,scalar,0.8
20,HER_ZL3,HER,mum,scalar,0.75
21,HER_ZL3,HER,mum,scalar,0.5
19,HER_ZL3,ZL,mum,scalar,5
20,HER_ZL3,ZL,mum,scalar,5
21,HER_ZL3,ZL,mum,scalar,5
22,MAK_ZL3,MAK,BHalpha,scalar,0.75
23,MAK_ZL3,MAK,BHalpha,scalar,0.5
24,MAK_ZL3,MAK,BHalpha,scalar,0.25
22,MAK_ZL3,ZL,mum,scalar,5
23,MAK_ZL3,ZL,mum,scalar,5
24,MAK_ZL3,ZL,mum,scalar,5
25,MEN_ZL3,MEN,BHalpha,scalar,0.75
26,MEN_ZL3,MEN,BHalpha,scalar,0.5
27,MEN_ZL3,MEN,BHalpha,scalar,0.25
25,MEN_ZL3,ZL,mum,scalar,5
26,MEN_ZL3,ZL,mum,scalar,5
27,MEN_ZL3,ZL,mum,scalar,5
28,WKS,WSK,FSPB,scalar,0.9
29,WKS,WSK,FSPB,scalar,0.8
30,WKS,WSK,FSPB,scalar,0.7
31,WKS,WSK,FSPB,scalar,0.6
32,WKS,WSK,FSPB,scalar,0.5
33,WKS,WSK,FSPB,scalar,0.4
34,WKS,WSK,FSPB,scalar,0.3
35,WKS,WSK,FSPB,scalar,0.2
36,WKS,WSK,FSPB,scalar,0.1
37,COD,COD,mum,scalar,0.9
38,COD,COD,mum,scalar,0.8
39,COD,COD,mum,scalar,0.7
40,COD,COD,mum,scalar,0.6
41,COD,COD,mum,scalar,0.5
42,COD,COD,C,scalar,0.9
43,COD,COD,C,scalar,0.8
44,COD,COD,C,scalar,0.7
45,COD,COD,C,scalar,0.6
46,COD,COD,C,scalar,0.5
47,SCA_mQ,SCA,mQ,scalar,1.1
48,SCA_mQ,SCA,mQ,scalar,1.2
49,SCA_mQ,SCA,mQ,scalar,1.3
50,SCA_mQ,SCA,mQ,scalar,1.4
51,SCA_mQ,SCA,mQ,scalar,1.5
52,SCA_mum,SCA,mum,scalar,1.1
53,SCA_mum,SCA,mum,scalar,1.2
54,SCA_mum,SCA,mum,scalar,1.3
55,SCA_mum,SCA,mum,scalar,1.4
56,SCA_mum,SCA,mum,scalar,1.5
57,SCA_C,SCA,C,scalar,1.1
58,SCA_C,SCA,C,scalar,1.2
59,SCA_C,SCA,C,scalar,1.3
60,SCA_C,SCA,C,scalar,1.4
61,SCA_C,SCA,C,scalar,1.5
62,TAU,TAU,mum,scalar,0.9
63,TAU,TAU,mum,scalar,0.8
64,TAU,TAU,mum,scalar,0.7
65,TAU,TAU,mum,scalar,0.6
66,TAU,TAU,mum,scalar,0.5
