Run.ID,Run.Group,Code,Type,Unit,Value
1,BLF,BLF,mum,scalar,7
2,BLF,BLF,mum,scalar,9
3,BLF,BLF,mum,scalar,12
4,BLF,BLF,mum,scalar,15
5,COD,COD,mum,scalar,0.9
6,COD,COD,mum,scalar,0.8
7,COD,COD,mum,scalar,0.7
8,COD,COD,mum,scalar,0.6
9,FDF,FDF,mum,scalar,3
10,FDF,FDF,mum,scalar,5
11,FDF,FDF,mum,scalar,7
12,FDF,FDF,mum,scalar,10
13,HER,HER,mum,scalar,1.05
14,HER,HER,mum,scalar,1.1
15,HER,HER,mum,scalar,1.15
16,HER,HER,mum,scalar,1.2
17,LOB,LOB,mum,scalar,1
18,LOB,LOB,mum,scalar,1.5
19,LOB,LOB,mum,scalar,3
20,LOB,LOB,mum,scalar,5
21,LOB,LOB,mum,scalar,10
22,LOB,LOB,C,scalar,1
23,LOB,LOB,C,scalar,1.5
24,LOB,LOB,C,scalar,3
25,LOB,LOB,C,scalar,5
26,LOB,LOB,C,scalar,10
27,MAK,MAK,mum,scalar,2
28,MAK,MAK,mum,scalar,5
29,MAK,MAK,mum,scalar,10
30,MAK,MAK,mum,scalar,20
31,MAK,MAK,C,scalar,2
32,MAK,MAK,C,scalar,5
33,MAK,MAK,C,scalar,10
34,MAK,MAK,C,scalar,20
35,MAK,MAK,BHalpha,scalar,2
36,MAK,MAK,BHalpha,scalar,5
37,MAK,MAK,BHalpha,scalar,10
38,MAK,MAK,BHalpha,scalar,20
39,MEN,MEN,mum,scalar,0.75
40,MEN,MEN,mum,scalar,0.5
41,MEN,MEN,mum,scalar,0.25
42,MEN,MEN,mum,scalar,0.1
43,MEN,MEN,C,scalar,0.75
44,MEN,MEN,C,scalar,0.5
45,MEN,MEN,C,scalar,0.25
46,MEN,MEN,C,scalar,0.1
47,MEN,MEN,BHalpha,scalar,0.75
48,MEN,MEN,BHalpha,scalar,0.5
49,MEN,MEN,BHalpha,scalar,0.25
50,MEN,MEN,BHalpha,scalar,0.1
51,RWH,RWH,C,scalar,10
52,RWH,RWH,C,scalar,20
53,RWH,RWH,C,scalar,50
54,RWH,RWH,C,scalar,100
55,RWH,RWH,C,scalar,1000
56,RWH,RWH,KDENR,scalar,10
57,RWH,RWH,KDENR,scalar,15
58,RWH,RWH,KDENR,scalar,20
59,RWH,RWH,KDENR,scalar,25
60,SCA,SCA,mum,scalar,1
61,SCA,SCA,mum,scalar,1.5
62,SCA,SCA,mum,scalar,3
63,SCA,SCA,mum,scalar,5
64,SCA,SCA,mum,scalar,10
65,SCA,SCA,C,scalar,1
66,SCA,SCA,C,scalar,1.5
67,SCA,SCA,C,scalar,3
68,SCA,SCA,C,scalar,5
69,SCA,SCA,C,scalar,10
70,SCA,SCA,mQ,scalar,0.5
71,SCA,SCA,mQ,scalar,0.25
72,SCA,SCA,mQ,scalar,0.1
73,SCA,SCA,mQ,scalar,0.01
74,SCA,SCA,mQ,scalar,0
75,TAU,TAU,mum,scalar,0.65
76,TAU,TAU,mum,scalar,0.6
77,TAU,TAU,mum,scalar,0.55
78,TYL,TYL,mum,scalar,1.02
79,TYL,TYL,mum,scalar,1.04
80,TYL,TYL,mum,scalar,1.06
81,TYL,TYL,mum,scalar,1.08
82,WHK,WHK,BHalpha,scalar,0.04
83,WHK,WHK,BHalpha,scalar,0.03
84,WHK,WHK,BHalpha,scalar,0.02
85,WHK,WHK,BHalpha,scalar,0.01
86,WHK,WHK,BHalpha,scalar,0.005
87,WPF,WPF,mum,scalar,0.75
88,WPF,WPF,mum,scalar,0.5
89,WPF,WPF,mum,scalar,0.25
90,WPF,WPF,mum,scalar,0.1
91,WPF,WPF,C,scalar,0.75
92,WPF,WPF,C,scalar,0.5
93,WPF,WPF,C,scalar,0.25
94,WPF,WPF,C,scalar,0.1
95,ZL,ZL,mum,scalar,1.05
96,ZL,ZL,mum,scalar,1.1
97,ZL,ZL,mum,scalar,1.15
98,ZL,ZL,mum,scalar,1.2
99,ZL,ZL,mum,scalar,1.25
100,ZL,ZL,C,scalar,1.05
101,ZL,ZL,C,scalar,1.1
102,ZL,ZL,C,scalar,1.15
103,ZL,ZL,C,scalar,1.2
104,ZL,ZL,C,scalar,1.25
