Run.ID,Run.Group,Code,Type,Unit,Value
1,SUF,SUF,mum,scalar,7.50E-01
2,SUF,SUF,mum,scalar,5.00E-01
3,SUF,SUF,mum,scalar,2.50E-01
4,SUF,SUF,mum,scalar,1.00E-01
5,SUF,SUF,mum,scalar,5.00E-02
6,SUF,SUF,mum,scalar,1.00E-02
7,SUF,SUF,mQa,value,1.00E-11
8,SUF,SUF,mQa,value,1.00E-10
9,SUF,SUF,mQa,value,1.00E-09
10,SUF,SUF,mQa,value,1.00E-08
11,HER,HER,BHalpha,scalar,1.25E+00
12,HER,HER,BHalpha,scalar,1.50E+00
13,HER,HER,BHalpha,scalar,2.00E+00
14,HER,HER,BHalpha,scalar,2.50E+00
15,HER,HER,BHalpha,scalar,3.00E+00
16,HER,HER,BHalpha,scalar,5.00E+00
17,HER,HER,BHalpha,scalar,1.00E+01
18,PIN,PIN,mQj,scalar,1.50E+00
19,PIN,PIN,mQj,scalar,2.00E+00
20,PIN,PIN,mQj,scalar,2.50E+00
21,PIN,PIN,mQj,scalar,5.00E+00
22,PIN,PIN,mQj,scalar,1.00E+01
23,PIN,PIN,mQj,scalar,2.00E+01
24,PIN,PIN,mQj,scalar,1.00E+02
25,GOO,GOO,mQj,value,1.00E-12
26,GOO,GOO,mQj,value,1.00E-11
27,GOO,GOO,mQj,value,1.00E-10
28,GOO,GOO,mQj,value,1.00E-09
29,DOG,DOG,FSPB,scalar,9.00E-01
30,DOG,DOG,FSPB,scalar,8.00E-01
31,DOG,DOG,FSPB,scalar,7.00E-01
32,DOG,DOG,FSPB,scalar,6.00E-01
33,DOG,DOG,FSPB,scalar,5.00E-01
34,DOG,DOG,FSPB,scalar,4.00E-01
35,DOG,DOG,FSPB,scalar,3.00E-01
36,DOG,DOG,FSPB,scalar,2.00E-01
37,DOG,DOG,FSPB,scalar,1.00E-01
38,BFT,BFT,mQa,scalar,5.00E-01
39,BFT,BFT,mQa,scalar,2.50E-01
40,BFT,BFT,mQa,scalar,1.00E-01
41,BFT,BFT,mQa,scalar,5.00E-02
42,BFT,BFT,mQa,scalar,1.00E-02
43,COD,COD,BHalpha,scalar,1.50E+00
44,COD,COD,BHalpha,scalar,2.00E+00
45,COD,COD,BHalpha,scalar,2.50E+00
46,COD,COD,BHalpha,scalar,5.00E+00
47,COD,COD,BHalpha,scalar,1.00E+01
48,COD,COD,BHalpha,scalar,2.00E+01
49,COD,COD,mQa,scalar,7.50E-01
50,COD,COD,mQa,scalar,5.00E-01
51,COD,COD,mQa,scalar,2.50E-01
52,COD,COD,mQa,scalar,1.00E-01
53,COD,COD,mQa,scalar,1.00E-02
54,BIL,BIL,mQa,scalar,5.00E-01
55,BIL,BIL,mQa,scalar,2.50E-01
56,BIL,BIL,mQa,scalar,1.00E-01
57,BIL,BIL,mQa,scalar,5.00E-02
58,BIL,BIL,mQa,scalar,1.00E-02
59,BIL,BIL,mQa,scalar,1.00E-03
60,BIL,BIL,mQj,value,1.00E-12
61,BIL,BIL,mQj,value,1.00E-10
62,BIL,BIL,mQj,value,1.00E-09
63,BIL,BIL,mQj,value,1.00E-08
64,TUN,TUN,mQj,scalar,7.50E-01
65,TUN,TUN,mQj,scalar,5.00E-01
66,TUN,TUN,mQj,scalar,2.50E-01
67,TUN,TUN,mQj,scalar,1.00E-01
68,TUN,TUN,mQj,scalar,5.00E-02
69,TUN,TUN,mQj,scalar,1.00E-02
70,TUN,TUN,mQa,value,1.00E-12
71,TUN,TUN,mQa,value,1.00E-10
72,TUN,TUN,mQa,value,1.00E-09
73,TUN,TUN,mQa,value,1.00E-08
