Run.ID,Run.Group,Code,Type,Unit,Value
1,COD,COD,mQa,scalar,1.5
2,COD,COD,mQa,scalar,3
3,COD,COD,mQa,scalar,4.5
4,COD,COD,mQa,scalar,6
5,COD,COD,mQa,scalar,10
6,HER,HER,mum,scalar,0.1
7,HER,HER,mum,scalar,0.2
8,HER,HER,mum,scalar,0.4
9,HER,HER,mum,scalar,0.6
10,HER,HER,mum,scalar,0.8
11,LOB,LOB,C,scalar,1.05
12,LOB,LOB,C,scalar,1.1
13,LOB,LOB,C,scalar,1.15
14,LOB,LOB,C,scalar,1.2
15,LOB,LOB,C,scalar,1.25
16,MEN,MEN,mum,scalar,0.1
17,MEN,MEN,mum,scalar,0.2
18,MEN,MEN,mum,scalar,0.4
19,MEN,MEN,mum,scalar,0.6
20,MEN,MEN,mum,scalar,0.8
21,RED,RED,mum,scalar,0.01
22,RED,RED,mum,scalar,0.05
23,RED,RED,mum,scalar,0.1
24,RED,RED,mum,scalar,0.25
25,RED,RED,mum,scalar,0.5
26,TAU,TAU,mum,scalar,0.6
27,TAU,TAU,mum,scalar,0.65
28,TAU,TAU,mum,scalar,0.7
29,TAU,TAU,mum,scalar,0.75
30,ZL,ZL,mQa,scalar,2
31,ZL,ZL,mQa,scalar,2.5
32,ZL,ZL,mQa,scalar,3
33,ZL,ZL,mQa,scalar,3.5
34,ZL,ZL,mQa,scalar,5
35,ZL,ZL,mQa,scalar,7
36,ZL,ZL,mQa,scalar,10
37,MEN,MEN,BHalpha,scalar,0.75
38,MEN,MEN,BHalpha,scalar,0.5
39,MEN,MEN,BHalpha,scalar,0.25
40,MEN,MEN,BHalpha,scalar,0.1
41,MAK,MAK,mum,scalar,0.5
42,MAK,MAK,mum,scalar,0.25
43,MAK,MAK,mum,scalar,0.1
44,MAK,MAK,mum,scalar,0.05
45,MAK,MAK,C,scalar,0.5
46,MAK,MAK,C,scalar,0.25
47,MAK,MAK,C,scalar,0.1
48,MAK,MAK,C,scalar,0.05
49,MAK,MAK,E,value,0.5
50,MAK,MAK,E,value,0.6
51,MAK,MAK,E,value,0.7
52,MAK,MAK,E,value,0.8
53,MAK,MAK,E,value,0.9
54,MAK,MAK,E,value,0.1
