Run.ID,Run.Group,Code,Type,Unit,Value
1,ANC,ANC,mum,scalar,2.00E+00
2,ANC,ANC,mum,scalar,5
3,ANC,ANC,mum,scalar,1.00E+01
4,ANC,ANC,C,scalar,2.00E+00
5,ANC,ANC,C,scalar,5
6,ANC,ANC,C,scalar,1.00E+01
7,ANC,ANC,BHalpha,scalar,2.00E+00
8,ANC,ANC,BHalpha,scalar,5.00E+00
9,ANC,ANC,BHalpha,scalar,1.00E+01
10,BFT,BFT,mum,scalar,2.00E+00
11,BFT,BFT,mum,scalar,5.00E+00
12,BFT,BFT,mum,scalar,1.00E+01
13,BFT,BFT,C,scalar,2.00E+00
14,BFT,BFT,C,scalar,5.00E+00
15,BFT,BFT,C,scalar,1.00E+01
16,BFT,BFT,BHalpha,scalar,2.00E+00
17,BFT,BFT,BHalpha,scalar,5.00E+00
18,BFT,BFT,BHalpha,scalar,1.00E+01
19,BFT,BFT,mQj,scalar,5.00E-01
20,BFT,BFT,mQj,scalar,2.50E-01
21,BFT,BFT,mQj,scalar,1.00E-01
22,BFT,BFT,mLj,scalar,5.00E-01
23,BFT,BFT,mLj,scalar,2.50E-01
24,BFT,BFT,mLj,scalar,1.00E-01
25,BLF,BLF,mum,scalar,5.00E-01
26,BLF,BLF,mum,scalar,2.50E-01
27,BLF,BLF,mum,scalar,1.00E-01
28,BLF,BLF,BHalpha,scalar,5.00E-01
29,BLF,BLF,BHalpha,scalar,2.50E-01
30,BLF,BLF,BHalpha,scalar,1.00E-01
31,BLS,BLS,mQa,scalar,5.00E-01
32,BLS,BLS,mQa,scalar,2.50E-01
33,BLS,BLS,mQa,scalar,1.00E-01
34,BLS,BLS,mQj,scalar,5.00E-01
35,BLS,BLS,mQj,scalar,2.50E-01
36,BLS,BLS,mQj,scalar,1.00E-01
37,BLS,BLS,KDENR,scalar,1.50E+00
38,BLS,BLS,KDENR,scalar,3.00E+00
39,BLS,BLS,KDENR,scalar,5.00E+00
40,BUT,BUT,mum,scalar,2.00E+00
41,BUT,BUT,mum,scalar,5.00E+00
42,BUT,BUT,mum,scalar,1.00E+01
43,BUT,BUT,C,scalar,2.00E+00
44,BUT,BUT,C,scalar,5.00E+00
45,BUT,BUT,C,scalar,1.00E+01
46,BUT,BUT,BHalpha,scalar,2.00E+00
47,BUT,BUT,BHalpha,scalar,5.00E+00
48,BUT,BUT,BHalpha,scalar,1.00E+01
49,BUT,BUT,BHbeta,scalar,5.00E-01
50,BUT,BUT,BHbeta,scalar,2.50E-01
51,BUT,BUT,BHbeta,scalar,1.00E-01
52,BWH,BWH,mum,scalar,5.00E-01
53,BWH,BWH,mum,scalar,2.50E-01
54,BWH,BWH,mum,scalar,1.00E-01
55,BWH,BWH,mQa,scalar,2.00E+00
56,BWH,BWH,mQa,scalar,5.00E+00
57,BWH,BWH,mQa,scalar,1.00E+01
58,BWH,BWH,mLa,scalar,2.00E+00
59,BWH,BWH,mLa,scalar,5.00E+00
60,BWH,BWH,mLa,scalar,1.00E+01
61,BWH,BWH,KDENR,scalar,7.50E-01
62,BWH,BWH,KDENR,scalar,5.00E-01
63,BWH,BWH,KDENR,scalar,2.50E-01
64,COD,COD,mum,scalar,5.00E-01
65,COD,COD,mum,scalar,2.50E-01
66,COD,COD,mum,scalar,1.00E-01
67,COD,COD,C,scalar,5.00E-01
68,COD,COD,C,scalar,2.50E-01
69,COD,COD,C,scalar,1.00E-01
70,COD,COD,BHalpha,scalar,5.00E-01
71,COD,COD,BHalpha,scalar,2.50E-01
72,COD,COD,BHalpha,scalar,1.00E-01
73,COD,COD,BHbeta,scalar,2.00E+00
74,COD,COD,BHbeta,scalar,5.00E+00
75,COD,COD,BHbeta,scalar,1.00E+01
76,COD,COD,mQa,scalar,2.00E+00
77,COD,COD,mQa,scalar,5.00E+00
78,COD,COD,mQa,scalar,1.00E+01
79,GOO,GOO,mum,scalar,5.00E-01
80,GOO,GOO,mum,scalar,2.50E-01
81,GOO,GOO,mum,scalar,1.00E-01
82,GOO,GOO,C,scalar,5.00E-01
83,GOO,GOO,C,scalar,2.50E-01
84,GOO,GOO,C,scalar,1.00E-01
85,HAL,HAL,mum,scalar,5.00E-01
86,HAL,HAL,mum,scalar,2.50E-01
87,HAL,HAL,mum,scalar,1.00E-01
