Run.ID,Run.Group,Code,Type,Unit,Value
1,BLF,BLF,mum,scalar,0.75
2,BLF,BLF,mum,scalar,1
3,BLF,BLF,mum,scalar,1.5
4,BLF,BLF,mum,scalar,3
5,BLF,BLF,mum,scalar,6
6,BLF,BLF,mum,scalar,12
7,BLF,BLF,C,scalar,2
8,BLF,BLF,C,scalar,4
9,BLF,BLF,C,scalar,8
10,BLF,BLF,C,scalar,16
11,BLF,BLF,BHalpha,scalar,2
12,BLF,BLF,BHalpha,scalar,4
13,BLF,BLF,BHalpha,scalar,8
14,BLF,BLF,BHalpha,scalar,16
15,BLF,1WOL1:BLF,diet,value,0
16,BLF,1WOL2:BLF,diet,value,0
17,BLF,2WOL1:BLF,diet,value,0
18,BLF,2WOL2:BLF,diet,value,0
19,BLF,1GOO1:BLF,diet,value,0
20,BLF,1GOO2:BLF,diet,value,0
21,BLF,2GOO1:BLF,diet,value,0
22,BLF,2GOO2:BLF,diet,value,0
23,BLF,1SMO1:BLF,diet,value,0
24,BLF,1SMO2:BLF,diet,value,0
25,BLF,2SMO1:BLF,diet,value,0
26,BLF,2SMO2:BLF,diet,value,0
27,COD,COD,mum,scalar,0.82
28,COD,COD,mum,scalar,0.84
29,COD,COD,mum,scalar,0.86
30,COD,COD,mum,scalar,0.88
31,COD,COD,mQa,scalar,1.5
32,COD,COD,mQa,scalar,3
33,COD,COD,mQa,scalar,6
34,COD,COD,mQa,scalar,12
35,HER,HER,mum,scalar,0.8
36,HER,HER,mum,scalar,0.7
37,HER,HER,mum,scalar,0.6
38,HER,HER,mum,scalar,0.5
39,HER,HER,C,scalar,0.8
40,HER,HER,C,scalar,0.7
41,HER,HER,C,scalar,0.6
42,HER,HER,C,scalar,0.5
43,LOB,LOB,C,scalar,1.1
44,LOB,LOB,C,scalar,1.2
45,LOB,LOB,C,scalar,1.3
46,LOB,LOB,C,scalar,1.4
47,MAK,MAK,BHbeta,scalar,0.75
48,MAK,MAK,BHbeta,scalar,0.5
49,MAK,MAK,BHbeta,scalar,0.25
50,MAK,MAK,BHbeta,scalar,0.125
51,MAK,MAK,BHbeta,scalar,0.05
52,MAK,MAK,BHalpha,scalar,2
53,MAK,MAK,BHalpha,scalar,5
54,MAK,MAK,BHalpha,scalar,10
55,MAK,MAK,BHalpha,scalar,100
56,MAK,1SHK1:MAK,diet,value,0
57,MAK,1SHK2:MAK,diet,value,0
58,MAK,2SHK1:MAK,diet,value,0
59,MAK,2SHK2:MAK,diet,value,0
60,MAK,1WHK1:MAK,diet,value,0
61,MAK,1WHK2:MAK,diet,value,0
62,MAK,2WHK1:MAK,diet,value,0
63,MAK,2WHK2:MAK,diet,value,0
64,RWH,RWH,mQj,scalar,0.1
65,RWH,RWH,mQj,scalar,0.01
66,RWH,RWH,mQj,scalar,0.001
67,RWH,RWH,mQj,scalar,0.0001
68,RWH,RWH,mQj,scalar,0.00001
69,RWH,RWH,mQa,scalar,0.1
70,RWH,RWH,mQa,scalar,0.01
71,RWH,RWH,mQa,scalar,0.001
72,RWH,RWH,mQa,scalar,0.0001
73,RWH,RWH,mQa,scalar,0.00001
74,RWH,RWH,mLj,scalar,0.1
75,RWH,RWH,mLj,scalar,0.01
76,RWH,RWH,mLj,scalar,0.001
77,RWH,RWH,mLj,scalar,0.0001
78,RWH,RWH,mLj,scalar,0.00001
79,RWH,RWH,mLa,scalar,0.1
80,RWH,RWH,mLa,scalar,0.01
81,RWH,RWH,mLa,scalar,0.001
82,RWH,RWH,mLa,scalar,0.0001
83,RWH,RWH,mLa,scalar,0.00001
84,TAU,TAU,mum,scalar,0.4
85,TAU,TAU,mum,scalar,0.3
86,TAU,TAU,mum,scalar,0.2
87,TAU,TAU,mum,scalar,0.1
88,WHK,WHK,BHalpha,scalar,0.004
89,WHK,WHK,BHalpha,scalar,0.002
90,WHK,WHK,BHalpha,scalar,0.001
91,WHK,WHK,BHalpha,scalar,0.0005
92,WHK,WHK,BHalpha,scalar,0.00025
93,WPF,WPF,mum,scalar,0.55
94,WPF,WPF,mum,scalar,0.6
95,WPF,WPF,mum,scalar,0.65
96,WPF,WPF,mum,scalar,0.7
97,ZL,ZL,mQ,scalar,0.75
98,ZL,ZL,mQ,scalar,0.5
99,ZL,ZL,mQ,scalar,0.1
100,ZL,ZL,mQ,scalar,0.01
101,ZL,ZL,mQ,scalar,0.001
