Run.ID,Run.Group,Code,Type,Unit,Value
1,ZL,ZL,mQ,scalar,2
2,ZL,ZL,mQ,scalar,2.5
3,ZL,ZL,mQ,scalar,3
4,ZL,ZL,mQ,scalar,3.5
5,ZL,ZL,mQ,scalar,5
6,ZL,ZL,mQ,scalar,7
7,ZL,ZL,mQ,scalar,10
8,COD,COD,mQa,scalar,15
9,COD,COD,mQa,scalar,20
10,COD,COD,mQa,scalar,50
11,COD,COD,mQa,scalar,100
12,COD,COD,mQa,scalar,1000
13,MAK,MAK,mum,scalar,0.1
14,MAK,MAK,mum,scalar,0.25
15,MAK,MAK,mum,scalar,0.5
16,MAK,MAK,mum,scalar,2
17,MAK,MAK,mum,scalar,5
18,MAK,MAK,mum,scalar,10
19,MAK,MAK,C,scalar,0.1
20,MAK,MAK,C,scalar,0.25
21,MAK,MAK,C,scalar,0.5
22,MAK,MAK,C,scalar,2
23,MAK,MAK,C,scalar,5
24,MAK,MAK,C,scalar,10
25,MAK,MAK,BHalpha,scalar,0.1
26,MAK,MAK,BHalpha,scalar,0.25
27,MAK,MAK,BHalpha,scalar,0.5
28,MAK,MAK,BHalpha,scalar,2
29,MAK,MAK,BHalpha,scalar,5
30,MAK,MAK,BHalpha,scalar,10
31,MAK,MAK,BHbeta,scalar,0.1
32,MAK,MAK,BHbeta,scalar,0.25
33,MAK,MAK,BHbeta,scalar,0.5
34,MAK,MAK,BHbeta,scalar,2
35,MAK,MAK,BHbeta,scalar,5
36,MAK,MAK,BHbeta,scalar,10
37,TAU,TAU,mum,scalar,0.71
38,TAU,TAU,mum,scalar,0.72
39,TAU,TAU,mum,scalar,0.73
40,TAU,TAU,mum,scalar,0.74
41,TAU,TAU,mum,scalar,0.75
