"Run.ID","Run.Group","Code","Type","Unit","Value"
1,"gfgloucester","gfgloucester","sweptarea","scalar",1.5
2,"gfnewbedford","gfnewbedford","sweptarea","scalar",1.5
3,"gfpointjudith","gfpointjudith","sweptarea","scalar",1.5
4,"gfboston","gfboston","sweptarea","scalar",1.5
5,"gfmontauk","gfmontauk","sweptarea","scalar",1.5
6,"gfportland","gfportland","sweptarea","scalar",1.5
7,"gfportsmouth","gfportsmouth","sweptarea","scalar",1.5
8,"gfchatham","gfchatham","sweptarea","scalar",1.5
9,"gfother","gfother","sweptarea","scalar",1.5
10,"gfgloucester","gfgloucester","sweptarea","scalar",2
11,"gfnewbedford","gfnewbedford","sweptarea","scalar",2
12,"gfpointjudith","gfpointjudith","sweptarea","scalar",2
13,"gfboston","gfboston","sweptarea","scalar",2
14,"gfmontauk","gfmontauk","sweptarea","scalar",2
15,"gfportland","gfportland","sweptarea","scalar",2
16,"gfportsmouth","gfportsmouth","sweptarea","scalar",2
17,"gfchatham","gfchatham","sweptarea","scalar",2
18,"gfother","gfother","sweptarea","scalar",2
19,"gfgloucester","gfgloucester","sweptarea","scalar",5
20,"gfnewbedford","gfnewbedford","sweptarea","scalar",5
21,"gfpointjudith","gfpointjudith","sweptarea","scalar",5
22,"gfboston","gfboston","sweptarea","scalar",5
23,"gfmontauk","gfmontauk","sweptarea","scalar",5
24,"gfportland","gfportland","sweptarea","scalar",5
25,"gfportsmouth","gfportsmouth","sweptarea","scalar",5
26,"gfchatham","gfchatham","sweptarea","scalar",5
27,"gfother","gfother","sweptarea","scalar",5
28,"gfgloucester","gfgloucester","sweptarea","scalar",10
29,"gfnewbedford","gfnewbedford","sweptarea","scalar",10
30,"gfpointjudith","gfpointjudith","sweptarea","scalar",10
31,"gfboston","gfboston","sweptarea","scalar",10
32,"gfmontauk","gfmontauk","sweptarea","scalar",10
33,"gfportland","gfportland","sweptarea","scalar",10
34,"gfportsmouth","gfportsmouth","sweptarea","scalar",10
35,"gfchatham","gfchatham","sweptarea","scalar",10
36,"gfother","gfother","sweptarea","scalar",10
37,"gfgloucester","gfgloucester","sweptarea","scalar",20
38,"gfnewbedford","gfnewbedford","sweptarea","scalar",20
39,"gfpointjudith","gfpointjudith","sweptarea","scalar",20
40,"gfboston","gfboston","sweptarea","scalar",20
41,"gfmontauk","gfmontauk","sweptarea","scalar",20
42,"gfportland","gfportland","sweptarea","scalar",20
43,"gfportsmouth","gfportsmouth","sweptarea","scalar",20
44,"gfchatham","gfchatham","sweptarea","scalar",20
45,"gfother","gfother","sweptarea","scalar",20
46,"gfgloucester","gfgloucester","sweptarea","scalar",50
47,"gfnewbedford","gfnewbedford","sweptarea","scalar",50
48,"gfpointjudith","gfpointjudith","sweptarea","scalar",50
49,"gfboston","gfboston","sweptarea","scalar",50
50,"gfmontauk","gfmontauk","sweptarea","scalar",50
51,"gfportland","gfportland","sweptarea","scalar",50
52,"gfportsmouth","gfportsmouth","sweptarea","scalar",50
53,"gfchatham","gfchatham","sweptarea","scalar",50
54,"gfother","gfother","sweptarea","scalar",50
55,"gfgloucester","gfgloucester","sweptarea","scalar",100
56,"gfnewbedford","gfnewbedford","sweptarea","scalar",100
57,"gfpointjudith","gfpointjudith","sweptarea","scalar",100
58,"gfboston","gfboston","sweptarea","scalar",100
59,"gfmontauk","gfmontauk","sweptarea","scalar",100
60,"gfportland","gfportland","sweptarea","scalar",100
61,"gfportsmouth","gfportsmouth","sweptarea","scalar",100
62,"gfchatham","gfchatham","sweptarea","scalar",100
63,"gfother","gfother","sweptarea","scalar",100
