Run.ID,Run.Group,Code,Type,Unit,Value
<<<<<<< HEAD
1,HER_alpha,HER,BHalpha,scalar,0.99
2,HER_alpha,HER,BHalpha,scalar,0.98
3,HER_alpha,HER,BHalpha,scalar,0.97
4,HER_alpha,HER,BHalpha,scalar,0.96
5,HER_alpha,HER,BHalpha,scalar,0.95
6,HER_alpha,HER,BHalpha,scalar,0.94
7,HER_alpha,HER,BHalpha,scalar,0.93
8,HER_alpha,HER,BHalpha,scalar,0.92
9,HER_alpha,HER,BHalpha,scalar,0.91
10,HER_mum,HER,mum,scalar,0.99
11,HER_mum,HER,mum,scalar,0.98
12,HER_mum,HER,mum,scalar,0.97
13,HER_mum,HER,mum,scalar,0.96
14,HER_mum,HER,mum,scalar,0.95
15,HER_mum,HER,mum,scalar,0.94
16,HER_mum,HER,mum,scalar,0.93
17,HER_mum,HER,mum,scalar,0.92
18,HER_mum,HER,mum,scalar,0.91
19,HER_C,HER,C,scalar,0.9
20,HER_C,HER,C,scalar,0.8
21,HER_C,HER,C,scalar,0.7
22,HER_C,HER,C,scalar,0.6
23,HER_C,HER,C,scalar,0.5
24,HER_beta,HER,BHbeta,scalar,1
25,HER_beta,HER,BHbeta,scalar,1.5
26,HER_beta,HER,BHbeta,scalar,2
27,HER_beta,HER,BHbeta,scalar,2.5
28,HER_beta,HER,BHbeta,scalar,3
29,HER_beta,HER,BHbeta,scalar,3.5
30,HER_beta,HER,BHbeta,scalar,4
31,HER_beta,HER,BHbeta,scalar,4.5
32,HER_beta,HER,BHbeta,scalar,5
33,COD,COD,BHalpha,scalar,0.9
34,COD,COD,BHalpha,scalar,0.8
35,COD,COD,BHalpha,scalar,0.7
36,COD,COD,BHalpha,scalar,0.6
37,COD,COD,BHalpha,scalar,0.5
38,COD_mq,COD,mQj,value,1.00E-11
39,COD_mq,COD,mQj,value,1.00E-10
40,COD_mq,COD,mQj,value,1.00E-09
41,COD_mq,COD,mQj,value,5.00E-09
42,COD_mq,COD,mQj,value,1.00E-08
43,COD_mq,COD,mQj,value,5.00E-08
