Run.ID,Run.Group,Code,Type,Unit,Value
1,COD,COD,mum,scalar,0.9
2,COD,COD,mum,scalar,0.8
3,COD,COD,mum,scalar,0.7
4,COD,COD,mum,scalar,0.6
5,COD,COD,mum,scalar,0.5
6,COD,COD,C,scalar,0.9
7,COD,COD,C,scalar,0.8
8,COD,COD,C,scalar,0.7
9,COD,COD,C,scalar,0.6
10,COD,COD,C,scalar,0.5
11,HER,HER,BHalpha,scalar,0.9
12,HER,HER,BHalpha,scalar,0.8
13,HER,HER,BHalpha,scalar,0.7
14,HER,HER,BHalpha,scalar,0.6
15,HER,HER,BHalpha,scalar,0.5
16,HER,HER,mum,scalar,0.9
17,HER,HER,mum,scalar,0.8
18,HER,HER,mum,scalar,0.7
19,HER,HER,mum,scalar,0.6
20,HER,HER,mum,scalar,0.5
21,TAU,TAU,mum,scalar,0.9
22,TAU,TAU,mum,scalar,0.8
23,TAU,TAU,mum,scalar,0.7
24,TAU,TAU,mum,scalar,0.6
25,TAU,TAU,mum,scalar,0.5
26,TAU,TAU,C,scalar,0.9
27,TAU,TAU,C,scalar,0.8
28,TAU,TAU,C,scalar,0.7
29,TAU,TAU,C,scalar,0.6
30,TAU,TAU,C,scalar,0.5
31,LOB,LOB,mum,scalar,0.9
32,LOB,LOB,mum,scalar,0.8
33,LOB,LOB,mum,scalar,0.7
34,LOB,LOB,mum,scalar,0.6
35,LOB,LOB,mum,scalar,0.5
36,LOB,LOB,C,scalar,0.9
37,LOB,LOB,C,scalar,0.8
38,LOB,LOB,C,scalar,0.7
39,LOB,LOB,C,scalar,0.6
40,LOB,LOB,C,scalar,0.5
41,SHK,SHK,mum,scalar,0.9
42,SHK,SHK,mum,scalar,0.8
43,SHK,SHK,mum,scalar,0.7
44,SHK,SHK,mum,scalar,0.6
45,SHK,SHK,mum,scalar,0.5
46,SCA,SCA,mum,scalar,1.05
47,SCA,SCA,mum,scalar,1.1
48,SCA,SCA,mum,scalar,1.15
49,SCA,SCA,mum,scalar,1.2
50,SCA,SCA,mum,scalar,1.25
51,SCA,SCA,C,scalar,1.05
52,SCA,SCA,C,scalar,1.1
53,SCA,SCA,C,scalar,1.15
54,SCA,SCA,C,scalar,1.2
55,SCA,SCA,C,scalar,1.25
56,PLA,PLA,mum,scalar,0.9
57,PLA,PLA,mum,scalar,0.8
58,PLA,PLA,mum,scalar,0.7
59,PLA,PLA,mum,scalar,0.6
60,PLA,PLA,mum,scalar,0.5
61,BFT,BFT,BHalpha,scalar,0.9
62,BFT,BFT,BHalpha,scalar,0.8
63,BFT,BFT,BHalpha,scalar,0.7
64,BFT,BFT,BHalpha,scalar,0.6
65,BFT,BFT,BHalpha,scalar,0.5
66,DOG,DOG,mum,scalar,1.1
67,DOG,DOG,mum,scalar,1.2
68,DOG,DOG,mum,scalar,1.3
69,DOG,DOG,mum,scalar,1.4
70,DOG,DOG,mum,scalar,1.5
71,ZG,ZG,mum,scalar,1.1
72,ZG,ZG,mum,scalar,1.2
73,ZG,ZG,mum,scalar,1.3
74,ZG,ZG,mum,scalar,1.4
75,ZG,ZG,mum,scalar,1.5
76,ZG,ZG,C,scalar,1.1
77,ZG,ZG,C,scalar,1.2
78,ZG,ZG,C,scalar,1.3
79,ZG,ZG,C,scalar,1.4
80,ZG,ZG,C,scalar,1.5
