"Code","1","2","3","4","5","6","7","8","9","10"
"ANC",5.91328883778725,12.9459518864321,21.6146328050782,30.9656855537071,40.2719904327803,49.0560522521561,57.0478785220227,64.1287169736845,70.280428120163,75.5462134782963
"BFT",233497.389449823,638716.988663651,1067115.98214628,1390286.59216405,1607059.32952526,1744046.3095026,1827863.11489799,1878227.59585795,1908179.77734281,1925886.57594073
"BIL",267440.023274821,716391.861315596,1120223.24830165,1409581.10762115,1596677.4942711,1711511.34516807,1780047.31179362,1820322.15288882,1843783.68029513,1857383.15080587
"BLF",375.95120220717,1307.81264122235,2534.49818676557,3797.5202587709,4946.81860006752,5920.41227127151,6708.96462341522,7329.03375631217,7806.90476341019,8170.06973049206
"BLS",172504.787040579,175141.935900361,175159.095109518,175159.206197571,175159.206916727,175159.206921383,175159.206921413,175159.206921413,175159.206921413,175159.206921413
"BPF",152.548083157741,414.969896281054,571.073447969506,642.3401836963,672.120073273055,684.161192972501,688.968339528829,690.877936125587,691.635015479462,691.934934035824
"BSB",712.636197414398,2754.18603224324,4612.07114966827,5835.88266261409,6545.60104470284,6933.97661359756,7140.59690447958,7248.97958658913,7305.42472007534,7334.71297651452
"BUT",102.035327467174,269.364631587928,375.387021247694,427.540767667217,450.98999228369,461.165524841908,465.517103963577,467.366739327683,468.150907841994,468.483002167171
"BWH",133037010.604144,133037010.671669,133037010.671669,133037010.671669,133037010.671669,133037010.671669,133037010.671669,133037010.671669,133037010.671669,133037010.671669
"COD",1967.34229753065,10673.8791325232,23984.1367438305,38417.0139822313,51760.1745743776,63054.7797986053,72116.9302578713,79142.1460306788,84465.087140907,88435.8484848754
"DOG",13930.3230539668,30024.9172886742,36146.5875771569,38008.3140668155,38543.1265763131,38694.3818348605,38736.9738824681,38748.9527596771,38752.3206247217,38753.2674097052
"DRM",1510.71627225078,3027.76314328712,3544.69313828061,3688.55442600261,3726.70289508739,3736.69509002447,3739.30399147572,3739.98459354834,3740.16210840283,3740.20840526744
"DSH",742168.862720474,808362.876775578,810727.664164308,810809.726734682,810812.571606491,810812.670226536,810812.673645285,810812.673763799,810812.673767907,810812.673768049
"FDE",274.555562581818,1131.60071680465,2023.10335199067,2684.60627093993,3110.62660927075,3366.84555805412,3515.58884184384,3600.32192111319,3648.09657435255,3674.88104967249
"FDF",47.9741500563195,295.96598485894,758.205022273891,1365.55506268822,2038.90826479255,2715.58155154324,3354.26260174609,3931.95987295784,4438.98522533732,4874.31666165691
"FLA",4.62334884393882,20.3204781005402,47.6041558122978,83.5529762441327,124.472031788504,167.082888803761,208.918357086404,248.336125523343,284.381841833125,316.616110566085
"FOU",110.200762047436,441.30140500558,803.62351437032,1094.54953862346,1298.78911544729,1432.75170144474,1517.42049595569,1569.81827952921,1601.85020388891,1621.29124916625
"GOO",64.2271432622573,515.901162715489,1588.60602960465,3363.06292387819,5825.19152534581,8905.91836706744,12507.9341522442,16523.2311921893,20844.1923269425,25370.225970371
"HAD",1882.88043715957,4258.76154327945,5248.30925662025,5574.32075442442,5675.13627361169,5705.74160343027,5714.98161347121,5717.76663603082,5718.60564883049,5718.85837097132
"HAL",5679.54721384419,41504.0802273336,113622.406486257,213062.507363182,327535.82453783,446342.722765118,561769.048968972,668987.197684512,765453.455555306,850239.825357397
"HER",2.77336713564888,58.8239003438688,184.509327291926,343.418645616086,503.220076934721,646.023802913018,765.114714690979,860.200398184275,933.97356951153,990.108233514983
