"Code","1","2","3","4","5","6","7","8","9","10"
"ANC",15.6702154201362,34.306772499045,57.2787769334573,82.0590667173239,106.720774646868,129.998538468214,151.17687808336,169.941099980264,186.243134518432,200.197465717485
"BFT",618768.082042032,1692600.01995867,2827857.35268763,3684259.46923473,4258707.22324194,4621722.72018188,4843837.25447967,4977303.12902356,5056676.40995844,5103599.42624293
"BIL",708716.061678275,1898438.43248633,2968591.60799938,3735389.93519604,4231195.35981842,4535505.06469538,4717125.37625309,4823853.70515537,4886026.75278211,4922065.34963554
"BLF",996.270685848999,3465.70349923923,6716.42019492875,10063.4286857429,13109.0692901789,15689.0925188695,17778.7562520503,19421.9394542273,20688.297623037,21650.684785804
"BLS",457137.685657535,464126.130135957,464171.602040224,464171.896423563,464171.898329327,464171.898341665,464171.898341744,464171.898341745,464171.898341745,464171.898341745
"BPF",404.252420368014,1099.67022514479,1513.34463711919,1702.2014867952,1781.11819417359,1813.02716137713,1825.7660997514,1830.82653073281,1832.83279102058,1833.62757519493
"BSB",1888.48592314816,7298.59298544458,12221.9885466209,15465.0890559273,17345.8427684625,18375.0380260335,18922.5817968709,19209.7959044612,19359.3755081997,19436.9893877635
"BUT",270.39361778801,713.81627370801,994.775606306389,1132.98303431813,1195.12347955178,1222.08864083106,1233.62032550348,1238.52185921836,1240.59990578128,1241.479955743
"BWH",352548078.100981,352548078.279923,352548078.279923,352548078.279923,352548078.279923,352548078.279923,352548078.279923,352548078.279923,352548078.279923,352548078.279923
"COD",5213.45708845623,28285.7797011865,63557.9623711508,101805.087052913,137164.462622101,167095.166466304,191109.865183359,209726.686981299,223832.480923404,234354.99848492
"DOG",36915.3560930121,79566.0308149866,95788.4570794657,100722.032277061,102139.28542723,102540.11186238,102652.98078854,102684.724813144,102693.649655512,102696.158635719
"DRM",4003.39812146457,8023.57232971086,9393.43681644361,9774.66922890691,9875.76267198157,9902.24198856485,9909.15557741067,9910.95917290311,9911.4295872675,9911.5522739587
"DSH",1966747.48620926,2142161.62345528,2148428.31003542,2148645.77584691,2148653.3147572,2148653.57610032,2148653.58516,2148653.58547407,2148653.58548495,2148653.58548533
"FDE",727.572240841819,2998.74189953233,5361.22388277528,7114.20661799082,8243.16051456748,8922.14072884341,9316.31043088616,9540.85309094997,9667.45592203426,9738.43478163211
"FDF",127.131497649247,784.30985987619,2009.24330902581,3618.72091612379,5403.10690170026,7196.29111158958,8888.79589462715,10419.6936633383,11763.3108471439,12916.9391533908
"FLA",12.2518744364379,53.8492669664315,126.151012902589,221.415387046952,329.850884239537,442.769655329966,553.633646278971,658.090732636858,753.611880857782,839.032693000124
"FOU",292.032019425707,1169.44872326479,2129.60231308135,2900.55627735218,3441.79115593533,3796.79200882855,4021.16431428259,4160.01844075242,4244.90304030561,4296.42181029055
"GOO",170.201929644982,1367.13808119605,4209.80597845233,8912.11674827721,15436.7575421664,23600.6836727287,33146.0255034472,43786.5626593017,55237.1096663976,67231.098821483
"HAD",4989.63315847287,11285.7180896906,13908.0195300437,14771.9499992247,15039.111125071,15120.2152490902,15144.7012756987,15152.0815854817,15154.3049694008,15154.974683074
"HAL",15050.8001166871,109985.812602434,301099.37718858,564615.644512432,867969.935025248,1182808.21532756,1488687.97976778,1772816.07386396,2028451.65722156,2253135.5371971
"HER",7.34942290946954,155.883335911252,488.949717323603,910.059410882628,1333.53320387701,1711.9630777195,2027.55399393109,2279.53105518833,2475.02995920555,2623.7868188147
"INV",3499.59087911025,7022.06844053489,8147.53497671308,8439.74157999587,8512.14443016694,8529.88477847197,8534.21976598029,8535.27835067578,8535.53681052736,8535.5999125693
"LSK",12572.6303387739,16920.3614086581,17514.1008100629,17587.7637617609,17596.7986620267,17597.9052596757,17598.040772911,17598.0573674264,17598.0593995322,17598.0596483766
"MAK",854.007921070072,1591.38264736774,2379.02592613018,3131.4735681236,3803.01633072939,4376.30472911863,4851.08462902182,5235.97022448984,5543.22357809032,5785.76575104526
"MEN",27.4903633797712,147.560784957118,348.74781016152,593.874893399712,850.083744019712,1095.30335366864,1317.26921165509,1510.77599462171,1675.08252165009,1811.96467161593
"MPF",4.95357323371239,11.5552586147386,18.9254952393617,25.894694478993,31.9073937007664,36.8135319443867,40.6754391791113,43.6431694900413,45.8864865006679,47.5628488734346
"OHK",1567.009770058,2842.07703107207,3218.15065920826,3311.69239243821,3334.10800086855,3339.43313140566,3340.69560327074,3340.9947628517,3341.06564458417,3341.08243857583
